id,type,parent_id,topology__is_apical,arch_dev__pot_flowering_date,arch_dev__pot_nb_inflo,arch_dev__pot_nb_fruit,growth__nb_leaf,growth__radius_gu,appearance__final_length_gu,environment_id,light_interception__sunlit_fraction_col
569,branch,568,0,NAT,NA,NA,NA,1.6585,NA,NA,3
570,branch,568,0,NAT,NA,NA,NA,0.221,NA,G3_19F,3
571,branch,568,0,NAT,NA,NA,NA,0.4075,NA,G3_19F,3
572,GU,567,0,NAT,NA,NA,0,0.999,14,NA,3
573,branch,565,0,NAT,NA,NA,NA,0.7355,NA,G3_19E,3
574,GU,572,1,NAT,NA,NA,0,NA,11,NA,3
575,GU,574,1,NAT,NA,NA,0,NA,11,NA,3
576,GU,575,1,NAT,NA,NA,0,NA,11,NA,3
577,GU,576,0,NAT,NA,NA,0,NA,9,NA,3
578,GU,577,1,NAT,NA,NA,2,0.192,6,G3_19C,3
579,GU,576,0,NAT,NA,NA,0,NA,7,NA,3
580,GU,579,0,NAT,NA,NA,3,0.14,5,G3_19C,3
581,GU,576,0,NAT,NA,NA,0,NA,12,NA,3
582,branch_empty,581,0,NAT,NA,NA,0,NA,NA,G3_19C,3
583,branch_empty,581,0,NAT,NA,NA,0,NA,NA,G3_19C,3
584,branch_empty,583,0,NAT,NA,NA,0,NA,NA,G3_19C,3
585,branch_empty,584,1,NAT,NA,NA,0,NA,NA,G3_19C,3
586,branch_empty,583,0,NAT,NA,NA,0,NA,NA,G3_19C,3
587,branch_empty,586,1,NAT,NA,NA,0,NA,NA,G3_19C,3
588,branch_empty,587,1,NAT,NA,NA,0,NA,NA,G3_19C,3
589,GU,576,0,NAT,NA,NA,0,NA,9,NA,3
590,GU,589,1,NAT,NA,NA,1,NA,9,G3_19B,3
591,GU,590,1,NAT,NA,NA,7,NA,5,G3_19B,3
592,GU,591,1,NAT,NA,NA,19,NA,23,G3_19B,3
593,GU,592,1,NAT,NA,NA,17,NA,16,G3_19A,3
594,GU,593,1,2020-09-12,2,2,14,0.4285,18,G3_19A,3
595,GU,592,0,NAT,NA,NA,9,0.253,14,G3_19A,3
596,GU,592,0,NAT,NA,NA,7,0.179,9,G3_19A,3
597,GU,576,0,NAT,NA,NA,0,NA,9,G3_19B,3
598,GU,597,0,NAT,NA,NA,0,NA,6,NA,3
599,GU,598,1,NAT,NA,NA,14,0.222,13,G3_19B,3
600,GU,597,0,NAT,NA,NA,2,NA,8,G3_19B,3
601,GU,600,1,NAT,NA,NA,9,0.1955,9,G3_19B,3
602,GU,572,0,NAT,NA,NA,0,NA,9,NA,3
603,GU,602,1,NAT,NA,NA,0,NA,7,NA,3
604,GU,603,1,NAT,NA,NA,0,NA,4,NA,3
605,GU,604,1,NAT,NA,NA,3,NA,6,G3_19D,3
606,GU,605,1,NAT,NA,NA,3,NA,3,G3_19D,3
607,GU,606,1,NAT,NA,NA,15,0.3105,15,G3_19D,3
608,GU,563,1,NAT,NA,NA,0,NA,7,NA,3
609,GU,608,1,NAT,NA,NA,0,NA,14,NA,3
610,GU,609,1,NAT,NA,NA,0,NA,11,NA,3
611,GU,610,1,NAT,NA,NA,0,NA,11,NA,3
612,GU,611,1,NAT,NA,NA,0,NA,9,NA,3
613,GU,612,1,NAT,NA,NA,0,NA,6,NA,3
614,GU,613,1,NAT,NA,NA,0,1.958,13,NA,3
615,GU,614,0,NAT,NA,NA,0,1.493,4,NA,3
616,branch,614,0,NAT,NA,NA,NA,0.235,NA,NA,3
617,branch,614,0,NAT,NA,NA,NA,0.4065,NA,NA,3
618,branch,614,0,NAT,NA,NA,NA,0.337,NA,NA,3
619,branch,614,0,NAT,NA,NA,NA,0.199,NA,NA,3
620,branch,614,0,NAT,NA,NA,NA,0.2275,NA,NA,3
621,branch,614,0,NAT,NA,NA,NA,0.1875,NA,NA,3
622,branch,614,0,2020-09-12,1,1,NA,1.154,NA,NA,3
623,GU,611,0,NAT,NA,NA,0,1.992,13,NA,3
624,GU,623,1,NAT,NA,NA,0,NA,20,NA,3
625,GU,624,1,NAT,NA,NA,0,NA,14,NA,3
626,branch,625,0,NAT,NA,NA,NA,0.9235,NA,NA,3
627,branch,624,0,NAT,NA,NA,NA,0.2375,NA,NA,3
628,branch,624,0,NAT,NA,NA,NA,0.306,NA,NA,3
629,branch,624,0,NAT,NA,NA,NA,0.2065,NA,NA,3
630,branch,624,0,NAT,NA,NA,NA,0.405,NA,NA,3
631,branch,608,0,NAT,NA,NA,NA,1.247,NA,NA,3
632,GU,611,0,NAT,NA,NA,0,1.144,8,NA,3
633,GU,615,1,NAT,NA,NA,0,NA,19,NA,3
634,GU,633,0,NAT,NA,NA,0,NA,16,NA,3
635,GU,634,1,NAT,NA,NA,0,0.5815,9,NA,3
636,GU,635,0,NAT,NA,NA,7,0.4185,9,G3_20F,3
637,GU,636,1,NAT,NA,NA,8,NA,9,G3_20F,3
638,GU,637,1,NAT,NA,NA,12,0.29,13,G3_20F,3
639,GU,635,0,NAT,NA,NA,8,0.1705,7,G3_20F,3
640,GU,635,0,NAT,NA,NA,7,0.1775,5,G3_20F,3
641,GU,634,0,NAT,NA,NA,0,NA,5,NA,3
642,GU,641,0,NAT,NA,NA,9,NA,5,G3_20F,3
643,GU,642,1,NAT,NA,NA,7,0.195,6,G3_20F,3
644,GU,633,0,NAT,NA,NA,0,NA,17,NA,3
645,GU,644,0,NAT,NA,NA,2,0.151,6,G3_20E,3
646,GU,644,0,NAT,NA,NA,1,NA,7,G3_20E,3
647,GU,646,0,NAT,NA,NA,5,NA,6,G3_20E,3
648,GU,647,1,NAT,NA,NA,3,0.147,5,G3_20E,3
649,GU,644,0,NAT,NA,NA,0,NA,15,NA,3
650,GU,649,0,NAT,NA,NA,5,NA,4,G3_20E,3
651,GU,649,0,NAT,NA,NA,6,NA,5,G3_20E,3
652,GU,651,1,NAT,NA,NA,1,0.3025,5,G3_20E,3
653,GU,644,0,NAT,NA,NA,0,NA,8,NA,3
654,GU,653,1,NAT,NA,NA,4,0.481,7,G3_20E,3
655,GU,654,0,NAT,NA,NA,11,0.2355,5,G3_20E,3
656,GU,633,0,NAT,NA,NA,0,NA,17,NA,3
657,GU,656,0,NAT,NA,NA,0,NA,2,NA,3
658,GU,657,1,NAT,NA,NA,7,NA,8,G3_20D,3
659,GU,658,1,NAT,NA,NA,9,NA,9,G3_20D,3
660,GU,659,1,NAT,NA,NA,8,NA,9,G3_20D,3
661,GU,660,1,NAT,NA,NA,10,0.278,11,G3_20D,3
662,GU,657,0,NAT,NA,NA,5,NA,9,G3_20D,3
663,GU,662,1,NAT,NA,NA,7,0.1705,5,G3_20D,3
664,GU,657,0,NAT,NA,NA,4,0.1575,4,G3_20D,3
665,GU,656,0,NAT,NA,NA,9,NA,15,G3_20C,3
666,GU,665,1,NAT,NA,NA,10,0.201,8,G3_20C,3
667,GU,656,0,NAT,NA,NA,0,0.93,13,NA,3
668,GU,667,0,NAT,NA,NA,0,0.6475,5,NA,3
669,GU,668,0,NAT,NA,NA,1,NA,5,G3_20B,3
670,GU,669,1,NAT,NA,NA,8,NA,9,G3_20B,3
671,GU,670,1,NAT,NA,NA,12,NA,10,G3_20B,3
672,GU,671,1,NAT,NA,NA,15,0.373,18,G3_20B,3
673,GU,668,0,NAT,NA,NA,5,NA,9,G3_20B,3
674,GU,673,1,NAT,NA,NA,9,NA,10,G3_20B,3
675,GU,674,1,2020-09-12,1,1,11,0.3485,11,G3_20B,3
676,GU,667,0,NAT,NA,NA,9,0.5255,8,G3_20A,3
677,GU,676,1,NAT,NA,NA,9,NA,10,G3_20A,3
678,GU,677,1,NAT,NA,NA,10,NA,12,G3_20A,3
679,GU,678,1,2020-09-12,2,2,12,0.3455,14,G3_20A,3
680,GU,667,0,NAT,NA,NA,7,0.273,12,G3_20B,3
681,GU,680,1,NAT,NA,NA,5,NA,7,G3_20B,3
682,GU,681,1,NAT,NA,NA,8,0.1825,9,G3_20B,3
683,GU,632,1,NAT,NA,NA,0,NA,10,NA,3
684,GU,683,1,NAT,NA,NA,0,NA,13,NA,3
685,GU,684,1,NAT,NA,NA,0,NA,13,NA,3
686,GU,685,0,NAT,NA,NA,9,0.834,9,NA,3
687,GU,686,0,NAT,NA,NA,7,0.158,9,G3_22C,3
688,GU,686,0,NAT,NA,NA,1,0.5425,9,G3_22D,3
689,GU,688,1,NAT,NA,NA,4,NA,13,G3_22D,3
690,GU,689,0,NAT,NA,NA,8,NA,9,G3_22D,3
691,GU,690,1,NAT,NA,NA,2,0.179,5,G3_22D,3
692,GU,689,0,NAT,NA,NA,7,NA,8,G3_22D,3
693,GU,692,1,NAT,NA,NA,6,0.2425,5,G3_22D,3
694,GU,689,0,NAT,NA,NA,8,NA,9,G3_22D,3
695,GU,694,1,NAT,NA,NA,7,NA,6,G3_22D,3
696,GU,695,1,2020-09-12,1,1,9,0.2825,12,G3_22D,3
697,GU,685,0,NAT,NA,NA,0,NA,8,NA,3
698,GU,697,0,NAT,NA,NA,0,NA,10,NA,3
699,GU,698,1,NAT,NA,NA,2,NA,12,G3_22D,3
700,GU,699,1,NAT,NA,NA,5,0.187,5,G3_22D,3
701,GU,697,0,NAT,NA,NA,4,0.149,5,G3_22D,3
702,GU,684,0,NAT,NA,NA,0,NA,7,NA,3
703,GU,702,1,NAT,NA,NA,0,NA,4,NA,3
704,GU,703,1,NAT,NA,NA,3,NA,7,G3_22C,3
705,GU,704,1,NAT,NA,NA,5,0.206,3,G3_22C,3
706,GU,684,0,NAT,NA,NA,0,NA,12,NA,3
707,GU,706,0,NAT,NA,NA,0,NA,8,NA,3
708,GU,707,0,NAT,NA,NA,0,NA,10,NA,3
709,GU,708,1,2020-09-12,2,2,7,0.2405,4,G3_22A,3
710,GU,707,0,NAT,NA,NA,0,NA,11,NA,3
711,GU,710,1,NAT,NA,NA,2,NA,7,G3_22A,3
712,GU,711,1,NAT,NA,NA,9,NA,5,G3_22A,3
713,GU,712,1,NAT,NA,NA,3,0.165,5,G3_22A,3
714,GU,706,0,NAT,NA,NA,0,NA,9,NA,3
715,GU,714,0,NAT,NA,NA,0,NA,7,NA,3
716,GU,715,0,NAT,NA,NA,1,0.1885,7,G3_22B,3
717,GU,715,0,NAT,NA,NA,9,0.1615,10,G3_22B,3
718,GU,714,0,NAT,NA,NA,0,NA,8,NA,3
719,GU,718,1,NAT,NA,NA,7,NA,9,G3_22B,3
720,GU,719,1,NAT,NA,NA,8,NA,6,G3_22B,3
721,GU,720,1,NAT,NA,NA,9,0.3015,10,G3_22B,3
722,scaffold,558,0,NAT,NA,NA,0,5.09,42,NA,3
723,GU,722,1,NAT,NA,NA,0,NA,36,NA,3
724,GU,723,1,NAT,NA,NA,0,3.1785,19,NA,3
725,branch_empty,723,0,NAT,NA,NA,0,2.3,NA,NA,3
726,branch_empty,723,0,NAT,NA,NA,0,2.05,NA,NA,3
727,GU,722,0,NAT,NA,NA,0,3.2915,18,NA,3
728,GU,724,0,NAT,NA,NA,0,2.8735,15,NA,3
729,GU,728,1,NAT,NA,NA,0,NA,16,NA,3
730,GU,729,1,NAT,NA,NA,0,NA,13,NA,3
731,GU,730,0,NAT,NA,NA,0,1.733,11,NA,3
732,GU,730,0,NAT,NA,NA,0,1.1855,4,NA,3
733,GU,730,0,NAT,NA,NA,0,2.116,7,NA,3
734,GU,733,1,NAT,NA,NA,0,NA,6,NA,3
735,GU,734,1,NAT,NA,NA,0,NA,9,NA,3
736,GU,735,1,NAT,NA,NA,0,NA,5,NA,3
737,GU,736,1,NAT,NA,NA,0,NA,9,NA,3
738,GU,737,1,NAT,NA,NA,0,NA,10,NA,3
739,GU,738,1,NAT,NA,NA,0,1.7445,6,NA,3
740,branch,738,0,NAT,NA,NA,NA,0.291,NA,NA,3
741,branch,738,0,NAT,NA,NA,NA,0.3355,NA,NA,3
742,branch,738,0,2020-09-12,2,2,NA,1.301,NA,NA,3
743,branch,735,0,2020-09-12,1,1,NA,0.5675,NA,NA,3
744,branch,735,0,NAT,NA,NA,NA,0.808,NA,NA,3
745,GU,724,0,NAT,NA,NA,0,2.179,14,NA,3
746,GU,745,1,NAT,NA,NA,0,NA,21,NA,3
747,GU,746,1,NAT,NA,NA,0,NA,12,NA,3
748,GU,747,0,NAT,NA,NA,0,0.7075,13,NA,3
749,GU,747,0,NAT,NA,NA,0,1.9135,12,NA,3
750,branch,747,0,NAT,NA,NA,NA,1.019,NA,NA,3
751,branch,746,0,NAT,NA,NA,NA,0.8695,NA,NA,3
752,branch,728,0,NAT,NA,NA,NA,0.69,NA,NA,3
753,GU,731,1,NAT,NA,NA,0,NA,10,NA,3
754,GU,753,1,NAT,NA,NA,0,NA,5,NA,3
755,GU,754,1,NAT,NA,NA,0,NA,5,NA,3
756,GU,755,1,NAT,NA,NA,0,NA,6,NA,3
757,GU,756,1,NAT,NA,NA,0,NA,15,NA,3
758,GU,757,1,NAT,NA,NA,0,NA,8,NA,3
759,GU,758,1,NAT,NA,NA,0,1.4915,9,NA,3
760,GU,759,0,NAT,NA,NA,0,NA,11,NA,3
761,GU,760,1,NAT,NA,NA,7,NA,8,G3_24A,3
762,GU,761,1,2020-09-12,1,1,7,0.291,7,G3_24A,3
763,GU,758,0,NAT,NA,NA,3,0.169,5,G3_24A,3
764,GU,757,0,NAT,NA,NA,0,NA,2,NA,3
765,GU,764,1,NAT,NA,NA,0,NA,4,NA,3
766,GU,765,1,NAT,NA,NA,0,NA,10,NA,3
767,GU,766,0,NAT,NA,NA,0,NA,12,NA,3
768,GU,767,1,NAT,NA,NA,5,NA,5,G3_24A,3
769,GU,768,0,2020-09-12,1,1,6,0.2515,8,G3_24A,3
770,GU,766,0,NAT,NA,NA,0,NA,12,NA,3
771,GU,770,1,NAT,NA,NA,9,NA,8,G3_23A,3
772,GU,771,1,NAT,NA,NA,8,NA,6,G3_23A,3
773,GU,772,1,2020-09-12,1,1,7,0.2475,9,G3_23A,3
774,GU,757,0,NAT,NA,NA,0,NA,3,NA,3
775,GU,774,1,NAT,NA,NA,0,1.0375,5,NA,3
776,GU,775,0,NAT,NA,NA,0,NA,9,NA,3
777,GU,776,0,NAT,NA,NA,0,NA,9,NA,3
778,GU,777,1,NAT,NA,NA,3,NA,3,G3_21A,3
779,GU,778,1,NAT,NA,NA,11,NA,4,G3_21A,3
780,GU,779,1,NAT,NA,NA,6,0.1995,6,G3_21A,3
781,GU,776,0,NAT,NA,NA,0,NA,10,NA,3
782,GU,781,1,NAT,NA,NA,4,NA,3,G3_21A,3
783,GU,782,1,NAT,NA,NA,4,NA,5,G3_21A,3
784,GU,783,1,NAT,NA,NA,8,NA,5,G3_21A,3
785,GU,784,1,2020-09-12,1,1,9,0.336,12,G3_21A,3
786,GU,757,0,NAT,NA,NA,0,NA,4,NA,3
787,GU,786,1,NAT,NA,NA,0,NA,8,NA,3
788,GU,787,0,NAT,NA,NA,4,NA,10,G3_21C,3
789,GU,788,1,NAT,NA,NA,2,0.14,4,G3_21C,3
790,GU,787,0,NAT,NA,NA,3,NA,8,G3_21C,3
791,GU,790,1,NAT,NA,NA,6,NA,4,G3_21C,3
792,GU,791,1,NAT,NA,NA,7,0.1845,7,G3_21C,3
793,GU,757,0,NAT,NA,NA,0,NA,5,NA,3
794,GU,793,1,NAT,NA,NA,0,NA,7,NA,3
795,GU,794,0,NAT,NA,NA,4,NA,7,G3_21D,3
796,GU,794,0,NAT,NA,NA,7,NA,9,G3_21D,3
797,GU,796,1,NAT,NA,NA,5,NA,3,G3_21D,3
798,GU,797,1,NAT,NA,NA,6,0.2295,7,G3_21D,3
799,GU,794,0,NAT,NA,NA,2,NA,8,G3_21D,3
800,GU,799,1,NAT,NA,NA,3,NA,3,G3_21D,3
801,GU,800,1,NAT,NA,NA,6,NA,3,G3_21D,3
802,GU,801,1,NAT,NA,NA,11,0.2495,9,G3_21D,3
803,GU,755,0,NAT,NA,NA,0,NA,4,NA,3
804,GU,803,0,NAT,NA,NA,0,NA,6,NA,3
805,GU,804,1,NAT,NA,NA,0,NA,9,NA,3
806,GU,805,0,NAT,NA,NA,3,0.1765,7,G3_21E,3
807,GU,805,0,NAT,NA,NA,6,0.1725,7,G3_21E,3
808,GU,805,0,NAT,NA,NA,6,NA,7,G3_21E,3
809,GU,808,1,NAT,NA,NA,6,NA,5,G3_21E,3
810,GU,809,1,NAT,NA,NA,7,0.1725,6,G3_21E,3
811,GU,755,0,NAT,NA,NA,0,NA,3,NA,3
812,GU,811,0,NAT,NA,NA,0,NA,6,NA,3
813,GU,812,1,NAT,NA,NA,0,NA,6,NA,3
814,GU,813,0,2020-09-12,1,1,5,0.1995,5,G3_21F,3
815,GU,813,0,NAT,NA,NA,2,0.1165,4,G3_21F,3
816,GU,813,0,NAT,NA,NA,8,0.2075,8,G3_21F,3
817,GU,731,0,NAT,NA,NA,0,NA,7,NA,3
818,GU,817,0,NAT,NA,NA,0,NA,6,NA,3
819,GU,818,0,NAT,NA,NA,7,0.2345,7,G3_21G,3
820,GU,731,0,NAT,NA,NA,0,NA,2,NA,3
821,GU,820,1,NAT,NA,NA,0,NA,4,NA,3
822,GU,821,0,NAT,NA,NA,0,NA,8,NA,3
823,GU,822,1,NAT,NA,NA,0,NA,5,NA,3
824,GU,823,1,NAT,NA,NA,0,NA,6,NA,3
825,GU,824,0,NAT,NA,NA,5,0.163,5,G3_21F,3
826,GU,824,0,NAT,NA,NA,5,0.1755,4,G3_21F,3
827,GU,821,0,NAT,NA,NA,0,NA,12,NA,3
828,GU,827,1,NAT,NA,NA,0,NA,3,NA,3
829,GU,828,1,NAT,NA,NA,4,0.153,3,G3_21G,3
830,GU,827,0,NAT,NA,NA,4,0.144,5,G3_21G,3
831,GU,827,0,NAT,NA,NA,0,NA,3,NA,3
832,GU,831,1,NAT,NA,NA,5,0.177,5,G3_21G,3
833,GU,732,1,NAT,NA,NA,0,NA,8,NA,3
834,GU,833,1,NAT,NA,NA,0,NA,15,NA,3
835,GU,834,1,NAT,NA,NA,0,NA,9,NA,3
836,GU,835,1,NAT,NA,NA,0,1.0475,8,NA,3
837,GU,836,0,NAT,NA,NA,0,NA,7,NA,3
838,GU,837,0,NAT,NA,NA,3,NA,10,G3_25C,3
839,GU,838,1,NAT,NA,NA,9,0.1825,7,G3_25C,3
840,GU,836,0,NAT,NA,NA,0,NA,3,NA,3
841,GU,840,1,NAT,NA,NA,0,NA,6,NA,3
842,GU,841,1,NAT,NA,NA,0,NA,9,NA,3
843,GU,842,1,NAT,NA,NA,0,NA,6,NA,3
844,GU,843,0,NAT,NA,NA,1,NA,9,G3_25C,3
845,GU,844,1,NAT,NA,NA,2,0.1545,4,G3_25C,3
846,GU,843,0,NAT,NA,NA,5,NA,7,G3_25C,3
847,GU,846,1,NAT,NA,NA,7,NA,4,G3_25C,3
848,GU,847,1,NAT,NA,NA,3,0.11,3,G3_25C,3
849,GU,843,0,NAT,NA,NA,3,NA,8,G3_25C,3
850,GU,849,1,NAT,NA,NA,11,NA,7,G3_25C,3
851,GU,850,1,NAT,NA,NA,7,0.2105,10,G3_25C,3
852,GU,850,0,NAT,NA,NA,4,0.1485,7,G3_25C,3
853,GU,836,0,NAT,NA,NA,0,NA,14,NA,3
854,GU,853,1,NAT,NA,NA,5,NA,17,G3_25A,3
855,GU,854,1,NAT,NA,NA,17,NA,18,G3_25A,3
856,GU,855,1,2020-09-12,2,2,18,0.4015,19,G3_25A,3
857,GU,855,0,NAT,NA,NA,9,0.208,13,G3_25A,3
858,GU,855,0,NAT,NA,NA,12,0.2595,17,G3_25A,3
859,GU,855,0,NAT,NA,NA,5,0.1585,11,G3_25A,3
860,GU,854,0,NAT,NA,NA,8,NA,13,G3_25A,3
861,GU,860,1,NAT,NA,NA,15,0.318,13,G3_25A,3
862,GU,853,0,NAT,NA,NA,8,NA,13,G3_25B,3
863,GU,862,1,NAT,NA,NA,7,NA,5,G3_25B,3
864,GU,863,1,NAT,NA,NA,5,0.1655,5,G3_25B,3
865,GU,835,0,NAT,NA,NA,0,NA,11,NA,3
866,GU,865,0,NAT,NA,NA,9,0.172,10,G3_25D,3
867,GU,834,0,NAT,NA,NA,0,NA,8,NA,3
868,GU,867,0,NAT,NA,NA,0,NA,4,NA,3
869,GU,868,1,NAT,NA,NA,0,NA,10,NA,3
870,GU,869,1,NAT,NA,NA,0,NA,4,NA,3
871,GU,870,1,NAT,NA,NA,8,NA,6,G3_25E,3
872,GU,871,1,NAT,NA,NA,9,NA,5,G3_25E,3
873,GU,872,0,NAT,NA,NA,5,0.143,5,G3_25E,3
874,GU,834,0,NAT,NA,NA,0,NA,8,NA,3
875,GU,874,1,NAT,NA,NA,0,NA,10,NA,3
876,GU,875,0,NAT,NA,NA,4,NA,5,G3_25F,3
877,GU,876,1,NAT,NA,NA,5,0.163,2,G3_25F,3
878,GU,833,0,NAT,NA,NA,6,0.1635,5,G3_25F,3
879,GU,748,1,NAT,NA,NA,0,NA,12,NA,3
880,GU,879,0,NAT,NA,NA,0,NA,5,NA,3
881,GU,880,1,NAT,NA,NA,0,NA,4,NA,3
882,GU,881,0,NAT,NA,NA,0,NA,4,NA,3
883,GU,882,1,NAT,NA,NA,0,NA,6,NA,3
884,GU,883,1,NAT,NA,NA,0,NA,10,NA,3
885,GU,884,1,NAT,NA,NA,0,NA,8,NA,3
886,GU,885,0,NAT,NA,NA,0,NA,3,NA,3
887,GU,886,1,NAT,NA,NA,7,0.23,6,G3_26A,3
888,GU,885,0,NAT,NA,NA,4,0.14,4,G3_26A,3
889,GU,885,0,NAT,NA,NA,5,NA,7,G3_26A,3
890,GU,889,1,NAT,NA,NA,10,NA,5,G3_26A,3
891,GU,890,1,2020-09-12,2,2,14,0.336,11,G3_26A,3
892,GU,748,0,NAT,NA,NA,7,0.1825,12,G3_26B,3
893,GU,739,1,NAT,NA,NA,0,NA,14,NA,3
894,GU,893,0,NAT,NA,NA,0,NA,10,NA,3
895,GU,894,0,NAT,NA,NA,0,NA,12,NA,3
896,GU,895,1,NAT,NA,NA,0,NA,7,NA,3
897,GU,896,1,NAT,NA,NA,11,NA,12,G3_27A,3
898,GU,897,1,NAT,NA,NA,15,NA,9,G3_27A,3
899,GU,898,1,2020-09-12,1,1,12,0.3395,16,G3_27A,3
900,GU,894,0,NAT,NA,NA,0,NA,14,NA,3
